host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
K03133.01,,FALSE POSITIVE,0.241842544,0.0073,0.0,83.08,1.16,,,,,203.3,0.7257,0.3064,2.542,0.013375,5834.0,4.577,-0.44,0.797,0.875,5.31236,,,,12357.89,2689.0,288.24615,43.135841,,,,,29.3,,,203.3,kepler
K03134.01,,FALSE POSITIVE,0.865759153,0.0185,0.0,87.06,1.53,,,,,191.6,0.8408,0.38,7.42,0.013026,6249.0,4.428,-0.04,1.076,1.13,10.29519,,,,4616.69,2100.0,289.25012,41.484871,,,,,18.7,4.333052,13.448081,191.6,kepler
K03137.01,,CANDIDATE,1.332035996,0.022,0.0,88.93,0.85,,,,,136.8,1.391,0.137,7.348,0.010635,5376.0,4.616,-0.34,0.73,0.811,4.22954,,,,823.09,1365.0,285.20944,46.540909,,,,,12.6,3.539237,9.762238,136.8,kepler
K03138.01,,CONFIRMED,8.68910764,0.0378,0.0,89.95,0.49,,,,,1679.0,1.1627,0.049,59.2,0.038216,2703.0,5.274,0.0,0.118,0.096,52.00896,,,,0.47,211.0,292.50378,41.830421,,,,,9.6,3.7267683,11.992775,1679.0,kepler
K03139.01,,FALSE POSITIVE,0.63624396,,,,,,,,,,4.0,,,,,,,,,,,,,,,297.15662,40.898788,,,,,,,,,kepler
K03143.01,,FALSE POSITIVE,4.4040248,,,,,,,,,,2.41,,,,,,,,,,,,,,,281.11948,42.9944,,,,,,,,,kepler
K03149.01,,FALSE POSITIVE,9.81101738,,,,,,,,,,2.09,,,,,,,,,,,,,,,286.65024,47.242329,,,,,,,,,kepler
K00351.05,,CONFIRMED,8.71980135,0.0854,0.0,88.84,1.53,,,,,160.4,3.7454,0.343,16.94,0.011679,5970.0,4.317,0.1,1.2,1.089,1.20992,,,,224.47,987.0,284.4335,49.305161,,,,,22.7,3.9980712,14.123186,160.4,kepler
K00351.06,,CONFIRMED,7.00821787,0.0738,0.0,89.36,1.29,,,,,116.4,3.812,0.156,14.03,0.009852,5970.0,4.317,0.1,1.2,1.089,1.06266,,,,300.58,1062.0,284.4335,49.305161,,,,,19.2,4.745033,14.816139,116.4,kepler
K02881.01,,FALSE POSITIVE,0.903583394,0.0191,0.0,45.94,33.18,,,,,1027.1,1.5942,1.242,1.786,0.275974,6455.0,4.41,-0.2,1.101,1.136,0.13193,,,,5162.98,2162.0,288.17081,43.501202,,,,,151.7,5.894661,22.64481,1027.1,kepler
K02893.01,,FALSE POSITIVE,0.99014722,0.0182,0.0,87.58,1.34,,,,,321.1,0.9394,0.329,7.77,0.016399,5072.0,4.606,0.0,0.747,0.837,9.05583,,,,997.75,1433.0,289.20413,46.133911,,,,,23.0,3.702674,14.745082,321.1,kepler
K02902.01,,FALSE POSITIVE,138.61227705,,,,,,,,,,13.79,,,,,,,,,,,,,,,292.44772,47.858952,,,,,,,,,kepler
K02909.01,,FALSE POSITIVE,0.77359329,0.0163,0.0,83.02,0.82,,,,,80.6,1.7603,0.388,3.19,0.008311,5747.0,4.508,-0.04,0.907,0.968,1.03084,,,,3022.82,1890.0,296.23697,43.014149,,,,,21.7,4.238458,17.108883,80.6,kepler
K02916.01,,FALSE POSITIVE,0.306937807,0.0081,0.0,89.92,0.82,,,,,119.2,0.5925,0.005,4.04,0.010129,5088.0,4.58,-0.18,0.741,0.762,13.24382,,,,5019.53,2142.0,287.73572,42.823421,,,,,29.3,3.8785238,13.88336,119.2,kepler
K02925.01,,CANDIDATE,0.716531851,0.0149,0.0,77.61,1.11,,,,,78.9,0.655,0.887,4.14,0.009893,5552.0,4.349,-0.06,1.03,0.863,2.60706,,,,4063.57,2034.0,298.29819,42.434368,,,,,17.9,3.594078,14.491311,78.9,kepler
K02934.01,,FALSE POSITIVE,0.637487312,0.0147,0.0,62.54,1.75,,,,,211.3,1.9626,0.81,1.757,0.014823,6173.0,4.39,-0.1,1.083,1.045,0.25235,,,,7053.67,2334.0,285.5463,48.410851,,,,,25.0,3.2921293,12.071014,211.3,kepler
K00918.02,,FALSE POSITIVE,5.71489488,0.0606,0.0,89.95,1.41,,,,,292.5,2.0705,0.0125,21.42,0.015473,5552.0,4.555,-0.08,0.833,0.909,5.69153,,,,160.68,908.0,283.97751,44.811562,,,,,21.2,,,292.5,kepler
K00966.02,,FALSE POSITIVE,7.76967007,,,,,,,,,,4.74,,,,,,,,,,,,,,,290.91119,38.335579,,,,,,,,,kepler
K01961.02,,FALSE POSITIVE,76.642481,0.3477,0.0,89.95,1.36,,,,,64.5,5.476,0.1653,106.2,0.007287,5537.0,3.949,-0.2,1.714,0.954,3.86123,,,,20.44,542.0,287.57117,42.813919,,,,,7.6,,,64.5,kepler
K02037.02,,CANDIDATE,5.47715718,0.0576,0.0,89.53,2.17,,,,,568.4,1.3849,0.244,29.97,0.021373,5029.0,4.429,0.48,0.93,0.847,16.9758,,,,149.23,892.0,284.34274,46.316551,,,,,16.7,4.2797914,22.757454,568.4,kepler
K02473.02,,FALSE POSITIVE,73.45736853,,,,,,,,,,5.28,,,,,,,,,,,,,,,291.95999,44.900021,,,,,,,,,kepler
K02533.02,,FALSE POSITIVE,9.49361221,,,,,,,,,,6.52,,,,,,,,,,,,,,,286.71564,48.645279,,,,,,,,,kepler
K02570.02,,FALSE POSITIVE,4.4296786,,,,,,,,,,1.96,,,,,,,,,,,,,,,297.29269,48.11438,,,,,,,,,kepler
K02586.02,,FALSE POSITIVE,5.9703813,0.0662,0.0,88.81,1.69,,,,,210.3,0.669,0.8826,34.338,0.016021,5825.0,4.504,0.21,0.965,1.083,21.48699,,,,218.94,981.0,290.17618,46.698341,,,,,5.5,,,210.3,kepler
K02612.02,,CANDIDATE,7.57299816,0.0738,0.0,88.83,0.53,,,,,30.2,2.645,0.411,20.07,0.005049,5495.0,4.442,0.16,0.961,0.932,2.6673,,,,138.36,875.0,297.14883,46.296951,,,,,10.9,3.5794494,8.334758,30.2,kepler
K02631.02,,FALSE POSITIVE,3.95383243,,,,,,,,,,2.37,,,,,,,,,,,,,,,282.23969,43.244049,,,,,,,,,kepler
K01871.02,,CONFIRMED,32.376183,0.1789,0.0,88.18,2.26,,,,,745.4,4.4639,0.896,28.2,0.030674,4580.0,4.641,0.08,0.675,0.748,0.40572,,,,5.61,392.0,285.25366,46.582191,,,,,34.2,6.64791,26.325363,745.4,kepler
K01783.02,,CONFIRMED,284.063137,0.8453,0.0,89.65,6.36,,,,,1628.1,8.297,0.888,143.36,0.043589,5791.0,4.185,0.02,1.336,0.996,0.69068,,,,2.51,321.0,289.34143,46.988239,,,,,53.5,32.993294,58.095493,1628.1,kepler
K02940.01,,FALSE POSITIVE,129.68366098,,,,,,,,,,7.86,,,,,,,,,,,,,,,288.28134,46.637909,,,,,,,,,kepler
K02941.01,,FALSE POSITIVE,4.30908594,0.0515,0.0,85.56,1.62,,,,,160.8,1.52,0.871,11.25,0.013553,5754.0,4.348,0.06,1.097,0.976,1.4492,,,,445.13,1172.0,294.29269,46.159409,,,,,17.0,3.8524215,13.953673,160.8,kepler
K02947.01,,FALSE POSITIVE,57.104588,0.2805,0.0,89.95,0.98,,,,,144.3,11.5,0.087,38.22,0.010881,5637.0,4.564,-0.18,0.821,0.902,0.32384,,,,7.74,425.0,291.38715,46.88168,,,,,9.3,,,144.3,kepler
K02950.01,,FALSE POSITIVE,0.422015793,0.0104,0.0,43.5,6.69,,,,,1291.9,1.23416,1.017,1.4018,0.078833,5614.0,4.587,-0.34,0.777,0.858,0.29261,,,,4962.18,2136.0,286.92056,41.371151,,,,,304.4,5.341758,29.166555,1291.9,kepler
K02953.01,,FALSE POSITIVE,0.945825494,0.0199,0.0,81.3,1.14,,,,,104.7,1.8496,0.522,3.45,0.009649,6116.0,4.44,0.21,1.084,1.181,0.87041,,,,3715.61,1989.0,292.01581,42.286572,,,,,22.1,3.8823009,15.741236,104.7,kepler
K02954.01,,FALSE POSITIVE,0.676715927,0.0135,0.0,84.2,1.29,,,,,264.5,0.63,0.652,6.45,0.016128,5334.0,4.56,-0.52,0.733,0.712,11.0654,,,,2135.8,1735.0,294.34518,39.683929,,,,,14.5,3.1867714,11.980936,264.5,kepler
K02957.01,,CANDIDATE,4.64490141,0.0495,0.0,89.77,0.76,,,,,106.4,2.456,0.058,14.57,0.009096,4786.0,4.54,0.12,0.77,0.751,2.7116,,,,113.62,832.0,282.34305,48.340778,,,,,11.7,3.5822954,9.897532,106.4,kepler
K02974.01,,FALSE POSITIVE,0.576441813,0.0138,0.0,88.24,0.82,,,,,60.8,2.027,0.061,2.264,0.007205,6459.0,4.425,-0.42,1.038,1.042,0.66078,,,,8812.63,2471.0,289.82767,38.442619,,,,,21.2,6.332258,10.06958,60.8,kepler
K02983.01,,FALSE POSITIVE,0.423854275,0.008,0.0,81.32,0.58,,,,,235.3,1.0198,0.449,2.971,0.014309,3553.0,4.887,-0.2,0.368,0.383,2.76182,,,,301.79,1062.0,288.71979,40.986141,,,,,33.3,3.7392821,15.108823,235.3,kepler
K02988.01,,FALSE POSITIVE,2.43731228,,,,,,,,,,1.89,,,,,,,,,,,,,,,292.3407,37.279861,,,,,,,,,kepler
K02993.01,,FALSE POSITIVE,0.692693892,0.0156,0.0,47.81,32.44,,,,,1433.7,1.2804,1.265,1.883,0.308137,5907.0,4.49,0.04,0.964,1.048,0.26321,,,,4160.84,2050.0,295.56525,49.073139,,,,,146.7,4.207867,20.043053,1433.7,kepler
K03001.01,,FALSE POSITIVE,0.768934934,0.015,0.0,59.62,4.09,,,,,846.8,1.216,0.989,1.956,0.048155,5390.0,4.535,-0.38,0.777,0.755,0.23936,,,,2026.85,1713.0,289.92453,49.882469,,,,,58.9,4.7272296,19.532959,846.8,kepler
K03006.01,,FALSE POSITIVE,0.998212785,0.0199,0.0,81.27,1.1,,,,,118.8,2.489,0.436,2.875,0.010175,6072.0,4.47,-0.1,0.988,1.05,0.45116,,,,2998.77,1888.0,293.61337,44.975422,,,,,18.8,3.7227201,13.403321,118.8,kepler
K03009.01,,CONFIRMED,0.764863517,0.0152,0.0,87.31,1.04,,,,,150.2,1.16,0.235,4.99,0.011108,5231.0,4.476,0.0,0.86,0.808,4.02372,,,,2145.14,1733.0,290.08478,51.208599,,,,,13.6,3.3957922,11.064967,150.2,kepler
K03016.01,,FALSE POSITIVE,0.710894157,0.0159,0.0,88.58,1.16,,,,,122.6,1.0183,0.134,5.373,0.010152,5862.0,4.424,0.16,1.049,1.064,5.80743,,,,4599.89,2098.0,297.94925,47.816399,,,,,18.9,3.4854038,13.662467,122.6,kepler
K03024.01,,FALSE POSITIVE,0.537839241,0.0149,0.0,82.51,1.49,,,,,23.5,2.169,0.2589,1.944,0.004499,6456.0,3.659,-0.18,3.03,1.53,0.48053,,,,64294.62,4061.0,289.46765,52.19809,,,,,12.4,,,23.5,kepler
K03044.01,,FALSE POSITIVE,0.373684977,0.0102,0.0,62.79,2.25,,,,,456.8,0.9621,0.86,1.881,0.022703,5970.0,4.521,-0.18,0.908,0.996,0.90163,,,,9009.0,2490.0,291.38965,45.527168,,,,,53.8,3.6170392,12.247096,456.8,kepler
K03046.01,,FALSE POSITIVE,1.10118564,,,,,,,,,,5.2,,,,,,,,,,,,,,,290.41016,44.063541,,,,,,,,,kepler
K03054.01,,FALSE POSITIVE,0.544962596,0.0116,0.0,82.56,1.03,,,,,247.9,1.085,0.459,3.543,0.01474,5257.0,4.675,-0.7,0.639,0.713,2.83186,,,,2074.18,1719.0,297.10153,41.876862,,,,,18.3,3.5740936,12.715554,247.9,kepler
K03062.01,,FALSE POSITIVE,0.769127296,0.016,0.0,89.35,0.9,,,,,114.6,0.998,0.067,5.96,0.009903,6024.0,4.561,-0.48,0.831,0.916,6.77446,,,,3179.14,1917.0,293.57123,43.28648,,,,,17.0,3.7525814,10.262899,114.6,kepler
K03076.01,,FALSE POSITIVE,225.56791218,,,,,,,,,,6.31,,,,,,,,,,,,,,,287.62094,49.584629,,,,,,,,,kepler
K03077.01,,CONFIRMED,4.09578199,0.0457,0.0,86.6,1.64,,,,,405.5,1.704,0.752,12.68,0.020221,4791.0,4.577,0.07,0.742,0.759,2.29926,,,,124.3,851.0,292.03348,37.974548,,,,,11.9,3.857763,10.540477,405.5,kepler
K00351.04,,CONFIRMED,91.9401253,0.4105,0.0,89.98,2.62,,,,,482.9,9.195,0.025,77.89,0.020017,5970.0,4.317,0.1,1.2,1.089,1.05759,,,,9.71,450.0,284.4335,49.305161,,,,,34.4,9.047234,24.921076,482.9,kepler
K03079.01,,FALSE POSITIVE,92.57337995,,,,,,,,,,8.45,,,,,,,,,,,,,,,298.81332,41.627468,,,,,,,,,kepler
K03080.01,,FALSE POSITIVE,185.0097245,,,,,,,,,,17.96,,,,,,,,,,,,,,,291.63528,47.932018,,,,,,,,,kepler
K03094.01,,CONFIRMED,4.5770016,0.0436,0.0,89.48,1.33,,,,,710.0,0.949,0.327,35.8,0.024527,3805.0,4.767,-0.1,0.497,0.526,41.37983,,,,24.38,567.0,288.87436,51.154121,,,,,18.0,3.304321,13.234282,710.0,kepler
K03096.01,,CONFIRMED,14.4540329,0.1038,0.0,87.74,0.72,,,,,79.7,7.183,0.522,13.28,0.008382,5559.0,4.496,-0.64,0.79,0.714,0.21194,,,,49.51,676.0,294.95102,43.012428,,,,,17.2,4.001038,13.224343,79.7,kepler
K03100.01,,FALSE POSITIVE,0.812587678,0.0187,0.0,83.93,1.54,,,,,62.9,1.1144,0.515,4.88,0.007516,6143.0,4.009,0.06,1.877,1.312,3.32151,,,,12840.3,2717.0,288.49313,42.692478,,,,,21.7,14.964119,14.513531,62.9,kepler
K03102.01,,CANDIDATE,9.3210841,0.0626,0.0,89.95,0.61,,,,,294.2,1.81,0.0815,39.84,0.015846,3773.0,4.925,-0.8,0.35,0.376,13.76812,,,,5.67,394.0,297.96048,46.227921,,,,,6.1,,,294.2,kepler
K03103.01,,FALSE POSITIVE,19.3073774,0.1409,0.0,89.95,1.21,,,,,31.7,3.437,0.0275,43.1,0.005186,6131.0,3.776,-0.88,2.142,0.997,4.07102,,,,292.25,1054.0,288.27991,48.950523,,,,,6.6,,,31.7,kepler
K00068.01,,FALSE POSITIVE,1.000840564,0.0216,0.0,63.2,80.25,,,,,2714.4,1.3292,1.165,2.58,0.231327,6287.0,3.558,-0.82,3.177,1.328,0.32569,,,,30248.83,3367.0,281.89307,44.827461,,,,,73.2,5.005579,10.905089,2714.4,kepler
K01599.02,,CONFIRMED,13.6164547,0.1125,0.0,74.91,22.29,,,,,376.1,5.175,1.19,4.57,0.210015,5823.0,4.472,0.06,0.972,1.02,0.00974,,,,76.81,755.0,298.37384,40.61842,,,,,22.6,5.075321,20.151438,376.1,kepler
K02793.02,,CONFIRMED,1.766789509,0.0222,0.0,89.64,1.4,,,,,1009.8,1.3345,0.066,10.402,0.028909,3698.0,4.81,-0.2,0.444,0.464,6.82182,,,,66.95,730.0,288.25058,46.679611,,,,,26.7,4.6179905,21.649065,1009.8,kepler
K03077.02,,CANDIDATE,7.55842923,0.0688,0.0,87.79,1.46,,,,,361.1,2.91,0.619,16.06,0.018044,4791.0,4.577,0.07,0.742,0.759,1.37179,,,,54.85,694.0,292.03348,37.974548,,,,,10.3,3.403034,8.999003,361.1,kepler
K00339.03,,CONFIRMED,35.8656484,0.2134,0.0,85.14,2.44,,,,,250.9,8.035,0.963,11.37,0.018825,6078.0,4.29,-0.16,1.189,1.005,0.02164,,,,37.92,633.0,285.88837,47.880379,,,,,26.2,6.0849338,18.218315,250.9,kepler
K00577.02,,CONFIRMED,0.638162933,0.0135,0.0,88.69,0.91,,,,,109.7,1.2313,0.092,4.024,0.009427,5244.0,4.449,0.02,0.888,0.808,3.02639,,,,2928.31,1874.0,291.05722,44.632381,,,,,17.6,3.8695772,13.525597,109.7,kepler
K07854.01,,FALSE POSITIVE,1.72929014,0.0285,0.0,88.62,0.86,,,,,84.5,3.609,0.089,3.72,0.008391,5910.0,4.505,-0.02,0.94,1.032,0.32657,,,,1187.75,1497.0,289.94556,43.665932,,,,,9.6,3.2009966,8.97522,84.5,kepler
K05148.01,,FALSE POSITIVE,40.301684,0.2439,0.0,89.95,2.38,,,,,374.8,1.398,0.5721,185.6,0.018499,6429.0,4.372,-0.04,1.177,1.189,74.46435,,,,35.6,623.0,293.74628,40.41774,,,,,6.6,,,374.8,kepler
K05149.01,,CANDIDATE,43.681309,0.2361,0.0,89.44,1.33,,,,,258.0,12.37,0.257,26.5,0.014709,5726.0,4.564,-0.22,0.829,0.923,0.18447,,,,11.86,473.0,294.27399,40.462078,,,,,9.8,3.6597404,8.315117,258.0,kepler
K05150.01,,FALSE POSITIVE,26.524553,0.1713,0.0,89.85,2.19,,,,,174.5,2.359,0.218,84.9,0.011782,4995.0,3.954,0.26,1.703,0.95,16.43844,,,,55.06,695.0,295.78586,40.479771,,,,,10.2,2.9195333,7.8159933,174.5,kepler
K05151.01,,FALSE POSITIVE,26.1537851,0.1752,0.0,89.95,1.47,,,,,228.6,1.802,0.2437,109.1,0.013956,6091.0,4.487,-0.14,0.967,1.045,35.92905,,,,37.53,631.0,298.51175,40.459469,,,,,6.2,,,228.6,kepler
K05152.01,,FALSE POSITIVE,0.944598153,0.0243,0.0,23.14,37.61,,,,,200.9,4.018,1.012,1.1,0.037382,4877.0,2.839,0.14,9.214,2.138,0.02825,,,,72795.2,4190.0,299.5773,40.498508,,,,,35.3,4.5795293,16.712214,200.9,kepler
K05153.01,,FALSE POSITIVE,354.63284,0.7924,0.0,89.95,0.9,,,,,280.9,2.227,0.3134,1175.0,0.015452,4206.0,4.703,-0.66,0.535,0.525,244.1001,,,,0.13,152.0,292.29816,40.52459,,,,,6.5,,,280.9,kepler
K05154.01,,FALSE POSITIVE,35.40103336,,,,,,,,,,1.75,,,,,,,,,,,,,,,294.22009,40.592232,,,,,,,,,kepler
K05155.01,,CANDIDATE,230.180357,0.8046,0.0,89.96,7.57,,,,,3689.3,13.436,0.102,137.52,0.055626,6313.0,4.364,0.36,1.246,1.31,0.92849,,,,3.41,347.0,295.21255,40.516911,,,,,64.0,36.44919,52.77433,3689.3,kepler
K05272.01,,FALSE POSITIVE,5.2433865,0.0588,0.0,80.36,0.75,,,,,65.4,12.472,0.489,2.918,0.007592,6011.0,4.522,-0.24,0.902,0.988,0.01709,,,,274.95,1038.0,291.85382,41.764042,,,,,19.2,3.939656,14.571269,65.4,kepler
K05273.01,,FALSE POSITIVE,5.2435703,0.0547,0.0,23.19,12.68,,,,,228.5,15.864,1.145,1.246,0.160826,5558.0,4.621,-0.5,0.722,0.822,0.00133,,,,148.79,890.0,291.91058,41.75098,,,,,25.1,5.171734,18.126625,228.5,kepler
K05274.01,,CANDIDATE,55.7583803,0.2778,0.0,90.0,1.59,,,,,132.7,2.497,0.01,172.4,0.010351,5413.0,4.107,0.1,1.403,0.918,31.15456,,,,19.6,537.0,292.633,41.749222,,,,,9.0,3.832868,7.2387776,132.7,kepler
K05275.01,,CANDIDATE,3.781123,0.0468,0.0,89.93,1.16,,,,,90.4,8.15,0.004,3.624,0.008771,6318.0,4.247,-0.52,1.216,0.951,0.063,,,,962.72,1421.0,292.99493,41.712749,,,,,9.0,2.6757977,7.1074524,90.4,kepler
K05276.01,,CANDIDATE,220.720142,0.6529,0.0,89.97,2.0,,,,,862.5,8.186,0.113,210.1,0.026362,5150.0,4.634,-0.34,0.696,0.77,3.60181,,,,0.72,235.0,293.36475,41.788891,,,,,12.0,5.1141667,9.666938,862.5,kepler
K05277.01,,FALSE POSITIVE,634.84739,1.9816,0.0,89.95,20.5,,,,,542.6,16.186,0.565,255.0,0.021796,5048.0,2.978,0.21,8.611,2.571,0.77931,,,,10.97,464.0,293.56754,41.763981,,,,,15.7,,,542.6,kepler
K05278.01,,CANDIDATE,281.5921577,0.7763,0.0,89.89,7.22,,,,,9312.0,5.673,0.641,335.0,0.092678,5330.0,4.627,-0.38,0.713,0.797,9.00609,,,,0.61,225.0,294.33594,41.747532,,,,,76.0,46.263485,79.57798,9312.0,kepler
K05279.01,,CANDIDATE,103.722152,0.435,0.0,89.99,1.95,,,,,296.9,6.061,0.017,132.8,0.015615,5784.0,4.33,0.14,1.143,1.019,4.11383,,,,6.92,414.0,298.11356,41.712749,,,,,9.4,4.585,7.9218726,296.9,kepler
K03376.01,,FALSE POSITIVE,29.9756697,0.1907,0.0,88.81,1.84,,,,,258.0,2.987,0.8708,40.3,0.017058,5893.0,4.462,0.02,0.986,1.026,1.37706,,,,28.85,591.0,286.23264,38.202888,,,,,12.0,5.538273,10.919985,258.0,kepler
K03381.02,,FALSE POSITIVE,387.56519,1.0678,0.0,89.51,4.02,,,,,1083.0,13.28,0.916,107.8,0.036134,6289.0,4.454,-0.22,1.02,1.075,0.15784,,,,1.28,271.0,292.55002,39.023811,,,,,11.8,7.48391,13.679681,1083.0,kepler
K03447.01,,FALSE POSITIVE,31.5073649,0.1422,0.0,88.24,0.74,,,,,330.5,7.362,0.774,21.65,0.018199,3554.0,4.888,-0.2,0.37,0.386,0.19334,,,,0.97,253.0,288.89194,40.563141,,,,,15.4,,,330.5,kepler
K03453.01,,FALSE POSITIVE,18.1118457,0.1423,0.0,74.57,31.25,,,,,328.7,6.309,1.235,4.64,0.251489,6434.0,4.394,-0.1,1.138,1.169,0.00577,,,,98.09,803.0,294.23987,40.012131,,,,,10.8,3.6204839,9.451863,328.7,kepler
K03463.01,,CANDIDATE,32.5474295,0.1992,0.0,88.43,1.42,,,,,157.1,6.945,0.709,25.9,0.012273,6068.0,4.384,-0.18,1.061,0.995,0.30959,,,,34.42,618.0,296.87976,40.45536,,,,,11.3,3.114894,8.365263,157.1,kepler
K03478.01,,CONFIRMED,33.4969115,0.2008,0.0,86.86,2.97,,,,,163.5,4.833,0.961,17.54,0.016111,4928.0,3.966,0.48,1.688,0.962,0.09103,,,,37.3,630.0,287.66339,43.471451,,,,,13.2,4.279552,12.134801,163.5,kepler
K05030.01,,CANDIDATE,411.8969,1.1588,0.0,89.95,2.61,,,,,502.8,6.203,0.4026,476.0,0.020929,6362.0,4.408,0.07,1.144,1.221,12.01813,,,,1.43,279.0,295.18872,39.01865,,,,,8.5,,,502.8,kepler
K05031.01,,FALSE POSITIVE,34.33339948,,,,,,,,,,2.45,,,,,,,,,,,,,,,295.51279,39.08849,,,,,,,,,kepler
K05032.01,,FALSE POSITIVE,1.389947459,0.024,0.0,87.0,3.39,,,,,1213.8,1.193,0.437,8.36,0.032692,5999.0,4.461,-0.28,0.95,0.952,5.71123,,,,1816.13,1665.0,296.10361,39.056221,,,,,136.4,4.801249,27.208904,1213.8,kepler
K05033.01,,CANDIDATE,127.671711,0.473,0.0,89.95,5.52,,,,,450.1,2.637,0.2999,360.0,0.019212,4985.0,3.534,-0.32,2.633,0.865,54.25112,,,,17.13,519.0,296.35797,39.078579,,,,,8.0,,,450.1,kepler
K05034.01,,FALSE POSITIVE,282.5363563,0.8664,0.0,89.57,70.53,,,,,29233.0,10.3088,1.227,164.8,0.458072,6401.0,4.175,-0.28,1.41,1.084,1.06086,,,,3.98,360.0,291.8476,39.143566,,,,,854.1,596.7433,906.7355,29233.0,kepler
K05035.01,,CANDIDATE,115.23145073,,,,,,,,,,2.01,,,,,,,,,,,,,,,293.29913,39.188389,,,,,,,,,kepler
K05036.01,,FALSE POSITIVE,289.490952,0.8552,0.0,89.95,2.87,,,,,773.0,3.91,0.1458,574.0,0.025454,5978.0,4.408,-0.12,1.032,0.995,42.70079,,,,1.66,290.0,294.40005,39.171589,,,,,6.6,,,773.0,kepler
K05037.01,,CANDIDATE,349.58811,1.1802,0.0,89.95,134.79,,,,,373.3,5.052,0.1899,528.0,0.016609,3860.0,0.949,-0.16,74.32,1.792,22.78381,,,,787.87,1351.0,295.16342,39.180187,,,,,11.6,,,373.3,kepler
K05156.01,,CANDIDATE,1.680254289,0.0251,0.0,49.27,30.88,,,,,51633.0,12.585,0.7314,1.1242,0.226926,6423.0,4.121,-1.72,1.246,0.747,0.00952,,,,3753.6,1996.0,298.7175,40.541969,,,,,178.7,,,51633.0,kepler
K05157.01,,FALSE POSITIVE,0.782068488,0.0207,0.0,86.61,21.02,,,,,115.7,1.239,0.279,4.720515,0.009513,4475.0,2.113,-0.02,20.237,1.939,3.25339,,,,343029.57,6169.0,298.89673,40.578529,,,,,4.1,4.0693903,17.842422,115.7,kepler
K05158.01,,CANDIDATE,151.13008,0.614,0.0,89.95,4.41,,,,,358.0,3.49,0.0529,336.0,0.017538,6768.0,3.844,-0.38,2.302,1.349,31.4295,,,,26.4,578.0,299.38071,40.535671,,,,,4.6,,,358.0,kepler
K05159.01,,FALSE POSITIVE,440.65087204,,,,,,,,,,4.07,,,,,,,,,,,,,,,299.84723,40.507771,,,,,,,,,kepler
K05160.01,,CANDIDATE,258.63797782,,,,,,,,,,7.11,,,,,,,,,,,,,,,282.9101,40.646519,,,,,,,,,kepler
K05161.01,,FALSE POSITIVE,289.76961138,,,,,,,,,,3.19,,,,,,,,,,,,,,,283.03632,40.644989,,,,,,,,,kepler
K05162.01,,CANDIDATE,628.15844,1.0926,0.0,89.95,0.95,,,,,502.3,12.144,0.2733,388.5,0.020507,3697.0,4.829,-0.3,0.423,0.441,2.81104,,,,0.03,101.0,284.19696,40.641251,,,,,14.7,,,502.3,kepler
K05163.01,,FALSE POSITIVE,273.223848,0.9314,0.0,89.95,8.0,,,,,469.9,3.787,0.0763,560.0,0.019324,5079.0,3.439,-0.06,3.792,1.442,44.56853,,,,9.87,452.0,287.8595,40.687962,,,,,10.6,,,469.9,kepler
K05280.01,,FALSE POSITIVE,0.650701055,0.0217,0.0,87.52,281.62,,,,,371060.0,0.89164,0.4,9.2509,0.696827,10921.0,3.811,0.07,3.701,3.235,35.37118,,,,370319.14,6285.0,298.18536,41.733952,,,,,234.3,67.82297,384.06284,371060.0,kepler
K05281.01,,CANDIDATE,263.90141,0.9983,0.0,89.95,23.91,,,,,807.1,4.303,0.9585,183.1,0.035056,5094.0,3.126,-0.1,6.247,1.902,1.66607,,,,23.6,562.0,284.98364,41.881351,,,,,11.0,,,807.1,kepler
K05282.01,,FALSE POSITIVE,59.742966,0.339,0.0,87.66,16.91,,,,,284.9,6.78,0.9694,21.6,0.021155,5059.0,2.871,-0.52,7.322,1.454,0.05356,,,,273.48,1037.0,286.52179,41.822239,,,,,8.6,,,284.9,kepler
K05283.01,,CANDIDATE,18.7821603,0.138,0.0,89.38,0.83,,,,,77.2,5.573,0.1986,25.4505,0.008047,5919.0,4.488,-0.12,0.94,0.991,0.88401,,,,50.97,681.0,291.76413,41.86013,,,,,9.8,6.1326876,8.179671,77.2,kepler
K05284.01,,CANDIDATE,389.316341,1.0162,0.0,89.68,27.61,,,,,2599.8,5.49,1.202,212.0,0.263929,5731.0,4.44,-0.1,0.958,0.921,1.19659,,,,0.86,245.0,291.89035,41.816818,,,,,34.7,24.568775,37.24321,2599.8,kepler
K05285.01,,FALSE POSITIVE,405.32064,0.8919,0.0,89.95,1.34,,,,,561.7,7.77,0.2964,390.0,0.02136,4694.0,4.68,-0.86,0.574,0.575,6.80742,,,,0.18,166.0,293.28232,41.854622,,,,,6.2,,,561.7,kepler
