host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
,,,4.76516,,,,,,,,,647.689,,,,,9412.5,,,,,,,,,2214.79,1911.0,112.616704,-26.080682,,,,,,,,647.689,tess
,,,1.4635019,,,,4.75869,,,,,914.0,,,,,8035.0,4.28,,1.67,,,,,,4081.06,2226.0,113.960841,-15.499455,,,,,,,,914.0,tess
,,,2.396722,,,,3.8384486,,,,,384.8985474,,,,,10393.0,4.32,,1.87739,,,,,,15531.0636237,2847.2135988,115.046333,-9.084269,,,,,,,,384.8985474,tess
,,,3.4438,,,,,,,,,7260.75,,,,,4805.2,,,,,,,,,1413.67,1708.0,110.811443,5.56285,,,,,,,,7260.75,tess
,,,14.5378,,,,16.0523,,,,,4040.0,,,,,8007.0,,,2.05,,,,,,,,119.349948,-19.516015,,,,,,,,4040.0,tess
,,,8.4134856,,,,20.5106959,,,,,17479.6053306,,,,,5786.0,4.52,,0.926261,,,,,,127.9164213,857.7314308,121.319521,-59.579798,,,,,,,,17479.6053306,tess
,,,0.941436,,,,4.529209,,,,,339.9126618,,,,,8322.0,4.01,,2.34986,,,,,,41562.5878114,3641.6264487,118.319555,-14.218823,,,,,,,,339.9126618,tess
,,,1.5078959,,,,5.53091,,,,,1839.0,,,,,6635.0,4.35,,1.3,,,,,,9662.8,2762.0,118.864086,-58.22206,,,,,,,,1839.0,tess
BD+20 594,BD+20 594 b,CONFIRMED,41.688644,,,89.52554,2.35545351,0.21013949,,,,,,,54.721028,0.022586,5703.0,4.38,-0.06,0.956122,0.963861,,,,,,,53.6511231,20.5990205,36.5714,-51.3647,5.54366,179.461,,,,,k2
BD+20 594,BD+20 594 b,CONFIRMED,41.6855,0.241,0.0,89.55,2.23,0.19894727,16.3,0.05128528,7.89,,,,55.8,0.02204,5766.0,4.5,-0.15,0.928,0.961,1.7,-0.05552,3.34,,,546.0,53.6511231,20.5990205,36.5714,-51.3647,5.54366,179.461,,,,,k2
BD+20 594,BD+20 594 b,CONFIRMED,41.6855,,0.0,89.55,2.57807,0.23,22.2481,0.07,,0.049,,,55.8,,5766.0,4.5,-0.15,1.08,1.67,1.89,,,,,,53.6511231,20.5990205,36.5714,-51.3647,5.54366,179.461,,,,0.049,k2
EPIC 201111557,EPIC 201111557.01,CANDIDATE,2.302368,,,87.44384,1.31258765,0.12,,,,,,,12.619867,0.016925,4720.0,4.5,-0.06,0.710995,,,,,,,,183.8462454,-6.2683289,-70.2608,-21.2838,10.2616,97.1795,,,,,k2
EPIC 201111557,EPIC 201111557.01,CANDIDATE,2.30183,,,,1.12,0.0999,,,,2.268,1.9008,0.42,11.8,0.0144,4616.52,4.53679,-0.03,0.762602,0.73,2.320574,-0.62345,,,,1054.0,183.8462454,-6.2683289,-70.2608,-21.2838,10.2616,97.1795,,,,2.268,k2
EPIC 201126503,EPIC 201126503.01,CANDIDATE,1.1947488,,,,4.19,0.37380676,,,,0.448,1.93,0.0,,0.06005,3919.0,,,0.57,,,,,,,,175.9385954,-5.8733592,39.3529,-80.3664,3.4345,290.062,,,,0.448,k2
EPIC 201127519,EPIC 201127519.01,CANDIDATE,6.178369,,,88.79651,9.91257877,0.88,,,,,,,17.277258,0.115111,5015.0,4.67,0.24,0.789478,,,,,,,,181.3718091,-5.8482738,-59.6141,-44.1216,8.46751,117.704,,,,,k2
EPIC 201127519,EPIC 201127519.01,CANDIDATE,6.17887,,,,8.84,0.789,,,,1.303,2.5008,0.17,18.1,0.1058,4719.28,4.45833,0.213,0.849432,0.756,1.739007,-0.49154,,,,772.0,181.3718091,-5.8482738,-59.6141,-44.1216,8.46751,117.704,,,,1.303,k2
EPIC 201147085,EPIC 201147085.01,CANDIDATE,1.17589,,,,0.86,0.077,,,,0.0686,1.248,,6.3,0.0254,,,,0.309,,,,,,,,173.902664,-5.364612,-80.31,30.9,,166.5844,,,,0.0686,k2
EPIC 201152065,EPIC 201152065.01,CANDIDATE,10.6966,,,,1.45,0.129,,,,0.0557,3.24,,21.9,0.0226,,,,0.588,,,,,,,,173.0432884,-5.2471672,-114.148,9.036511,4.68183,212.291,,,,0.0557,k2
EPIC 201160662,EPIC 201160662.01,CANDIDATE,1.5374115,,,,45.0,4.0,,,,1.4564,2.3808,,3.59,0.259,,,,1.599,,,,,,,,174.9978388,-5.0404536,13.2274,-48.5715,1.47286,666.23,,,,1.4564,k2
EPIC 201164625,EPIC 201164625.01,CANDIDATE,2.71189,,,,4.34,0.387,,,,0.02,3.1008,0.43,5.5,0.0121,6402.0,3.54386,,3.16745,1.28,0.056787,1.18138,,,,2336.0,181.5936878,-4.9467043,-3.6771,2.70814,0.939386,1032.42,,,,0.02,k2
K2-243,EPIC 201166680.01,CANDIDATE,18.10549,,,88.94517,2.09985108,0.19,,,,,,,26.263676,0.015719,6213.0,4.32,0.14,1.224685,,,,,,,,181.1211419,-4.8991358,-61.8134,18.236,3.71914,266.864,,,,,k2
EPIC 201170410,EPIC 201170410.02,CONFIRMED,6.7987,0.0349,0.0,89.0025,1.047,0.09340708,,,,,,0.46,,0.034,3648.0,4.999,-0.048,0.282,0.287,,,,,,,170.1408561,-4.8070039,8.57776,-20.1101,,,,,,,k2
EPIC 201176672,EPIC 201176672.01,CANDIDATE,79.9999,,,,10.2,0.91,,,,,11.7504,,,0.18,4542.0,4.747,,0.508,,,,,,,,169.1498727,-4.6564416,-79.9358,22.9429,2.97164,333.46,,,,,k2
EPIC 201176672,EPIC 201176672.02,CANDIDATE,,,,,30.0,3.0,,,,3.06,14.472,,,0.39,,,,0.707,,,,,,,,169.1498727,-4.6564416,-79.9358,22.9429,2.97164,333.46,,,,3.06,k2
EPIC 201180665,EPIC 201180665.01,CANDIDATE,17.77297,,,,26.44,2.359,,,,3.662,2.8992,0.68,33.3,0.1892,5847.0,4.26659,,1.25428,1.06,0.757342,0.21921,,,,830.0,184.1697015,-4.5603949,-26.7254,-10.2786,1.63444,601.265,,,,3.662,k2
EPIC 201182911,EPIC 201182911.01,CANDIDATE,0.99656225,,,,32.8,2.92622,,,,35.5,2.26,0.53,,0.6256,3727.0,,,0.5,,,,,,,,172.7104166,-4.5075924,-1.5629,2.86139,2.95191,335.632,,,,35.5,k2
EPIC 201197348,EPIC 201197348.01,CANDIDATE,14.912381,,,,3.55,0.31670979,,,,0.252,3.03,0.21,,0.04445,4224.0,,,0.65,,,,,,,,177.0948891,-4.1644059,-20.7339,-1.57114,2.7488,360.103,,,,0.252,k2
EPIC 201197348,EPIC 201197348.01,CANDIDATE,14.9139,,,,3.24,0.289,,,,0.24,3.264,,32.6,0.046,,,,0.647,,,,,,,,177.0948891,-4.1644059,-20.7339,-1.57114,2.7488,360.103,,,,0.24,k2
EPIC 201231940,EPIC 201231940.01,CANDIDATE,0.57303573,,,,3.35,0.29886698,,,,0.51,0.32,0.35,,0.09028,3570.0,,,0.43,,,,,,,,174.1207146,-3.4828286,32.503,-70.9232,0.824115,1138.64,,,,0.51,k2
EPIC 201238110,EPIC 201238110 b,CONFIRMED,28.1696,,,,2.2,0.2,,,,0.316,3.36,,61.5,0.054,,,,0.374,,,,,,,,179.7058532,-3.3894613,-25.1078,-12.4418,6.25088,159.259,,,,0.316,k2
EPIC 201238110,EPIC 201238110 b,CONFIRMED,28.1656,,,,1.87,0.16683023,,,,,,0.24,,0.0458,,,,,0.41,,,,,,,179.7058532,-3.3894613,-25.1078,-12.4418,6.25088,159.259,,,,,k2
EPIC 201238110,EPIC 201238110.01,CANDIDATE,7.9069606,,,,3.02,0.26942635,,,,0.28,1.73,0.34,,0.04848,3772.0,,,0.52,,,,,,,,179.7058532,-3.3894613,-25.1078,-12.4418,6.25088,159.259,,,,0.28,k2
EPIC 201238110,EPIC 201238110.01,CANDIDATE,7.90417,,,,2.06,0.184,,,,0.268,1.92,,27.3,0.0505,,,,0.374,,,,,,,,179.7058532,-3.3894613,-25.1078,-12.4418,6.25088,159.259,,,,0.268,k2
EPIC 201238163,EPIC 201238163.01,CANDIDATE,1.0829614,,,,1.56,0.13917388,,,,0.0655,1.22,0.46,,0.02378,3875.0,,,0.56,,,,,,,,173.2627978,-3.3887192,-1.85508,9.68044,3.31192,299.406,,,,0.0655,k2
EPIC 201239401,EPIC 201239401.01,CANDIDATE,0.90552205,,,,1.52,0.13560532,,,,0.0791,1.32,0.49,,0.02628,3710.0,,,0.5,,,,,,,,173.0528796,-3.370321,-15.3766,-13.3864,5.23261,190.075,,,,0.0791,k2
EPIC 201239401,EPIC 201239401.01,CANDIDATE,0.905655,,,,1.57,0.14,,,,0.0678,1.488,,4.14,0.025,,,,0.576,,,,,,,,173.0528796,-3.370321,-15.3766,-13.3864,5.23261,190.075,,,,0.0678,k2
EPIC 201247497,EPIC 201247497.01,CANDIDATE,2.75421,,,,8.4,0.75,,,,0.746,1.32,,13.7,0.087,,,,0.89,,,,,,,,177.9464521,-3.2460183,-20.9618,10.9812,1.23644,793.131,,,,0.746,k2
EPIC 201247497,EPIC 201247497.01,CANDIDATE,2.75391,,,,3.78,0.337,,,,,1.0296,,,0.079,3918.0,4.846,,0.436,,,,,,,,177.9464521,-3.2460183,-20.9618,10.9812,1.23644,793.131,,,,,k2
EPIC 201247497,EPIC 201247497.01,CANDIDATE,2.7541129,,,,4.87,0.4344723,,,,0.671,1.24,0.61,,0.07842,3834.0,,,0.55,,,,,,,,177.9464521,-3.2460183,-20.9618,10.9812,1.23644,793.131,,,,0.671,k2
EPIC 201257461,EPIC 201257461.01,FALSE POSITIVE,50.285869,,,,3.47,0.30957266,,,,0.184,12.62,0.95,,0.05345,4859.0,,,0.74,,,,,,,,178.1611264,-3.0949095,-7.91616,-1.91747,1.1772,829.248,,,,0.184,k2
EPIC 201257461,EPIC 201257461.01,FALSE POSITIVE,50.27762,,,,209.52,18.692,,,,,,,6.19,,5141.0,,-0.21,10.96,,,,,,,1466.0,178.1611264,-3.0949095,-7.91616,-1.91747,1.1772,829.248,,,,,k2
EPIC 201258341,EPIC 201258341.01,CANDIDATE,10.50439,,,,1.75,0.156,,,,0.0402,3.384,,21.4,0.0183,,,,0.878,,,,,,,,178.6905819,-3.0828192,-115.267,-1.98354,11.7435,84.947,,,,0.0402,k2
EPIC 201259803,EPIC 201259803.01,CANDIDATE,1.684208,,,,5.51,0.492,,,,1.476,1.3224,,10.58,0.1173,,,,0.431,,,,,,,,170.382257,-3.0610326,-40.0582,-1.46198,3.0449,325.636,,,,1.476,k2
EPIC 201264302,EPIC 201264302.01,CANDIDATE,0.21219899,,,,1.05,0.09367473,,,,0.0662,0.52,0.35,,0.02488,3468.0,,,0.37,,,,,,,,169.5971097,-2.9913978,-166.05,52.5138,13.8807,71.8937,,,,0.0662,k2
EPIC 201264302,EPIC 201264302.01,CANDIDATE,0.212194,,,83.3,0.77,0.069,,,,,,,3.6,0.0271,3299.0,5.106,0.155,0.26,,,,,,,,169.5971097,-2.9913978,-166.05,52.5138,13.8807,71.8937,,,,,k2
EPIC 201264302,EPIC 201264302.01,CANDIDATE,0.2122013,,,,0.519,0.0463,,,,0.0725,0.624,,2.44,0.0253,,,,0.188,,,,,,,,169.5971097,-2.9913978,-166.05,52.5138,13.8807,71.8937,,,,0.0725,k2
EPIC 201270176,EPIC 201270176.01,CANDIDATE,1.5778643,,,,7.55,0.67356588,,,,0.891,3.02,0.92,,0.115,4811.0,,,0.73,,,,,,,,170.1325248,-2.9026339,-14.9316,-10.7001,3.40971,290.883,,,,0.891,k2
EPIC 201270176,EPIC 201270176.01,CANDIDATE,1.57771549,,,,,,,,,1.823,3.086,,,,5163.0,4.25178,,1.15585,0.87,0.794295,-0.06789,,,,,170.1325248,-2.9026339,-14.9316,-10.7001,3.40971,290.883,,,,1.823,k2
HIP 55390,EPIC 201270464.01,CANDIDATE,1.57771549,,,,,,,,,0.875,2.993,,,,7333.0,3.83915,,2.56752,1.66,0.138271,1.23485,,,,,170.133417,-2.8982132,-12.1525,-11.8093,3.22155,307.784,,,,0.875,k2
EPIC 201274010,EPIC 201274010.01,CANDIDATE,13.0113,,,,2.43,0.217,,,,0.065,2.2008,0.42,26.7,0.0255,5347.0,4.51267,,0.880221,0.92,1.901856,-0.24368,,,,713.0,183.3092954,-2.844186,4.72775,-8.96233,1.9665,501.257,,,,0.065,k2
EPIC 201291843,EPIC 201291843.01,CANDIDATE,40.70206194,,,,,,,,,0.536,1.621,,,,3759.0,4.67427,,0.572892,0.565387,4.239291,-1.22887,,,,,178.420349,-2.5717754,-118.042,1.39187,8.3775,118.959,,,,0.536,k2
EPIC 201299088,EPIC 201299088.01,CANDIDATE,21.204739,,,83.49032,9.11013939,0.81,,,,,,,7.257597,0.047409,5154.0,3.91,-0.26,1.761722,,,,,,,,182.2046312,-2.4646145,-17.2604,-21.0775,1.71487,573.991,,,,,k2
EPIC 201324549,EPIC 201324549.01,FALSE POSITIVE,2.5194039,,,,7.65729,0.68313883,,,,0.1935,1.113,,,,6380.0,,,1.76,,,,,,219.344,,171.2359519,-2.0851597,7.0,3.0,,476.884,,,,0.1935,k2
EPIC 201324549,EPIC 201324549.01,FALSE POSITIVE,2.5194078,,,,7.99,0.71282006,,,,0.181,1.24,0.86,,0.04461,7119.0,,,1.72,,,,,,,,171.2359519,-2.0851597,7.0,3.0,,476.884,,,,0.181,k2
EPIC 201324549,EPIC 201324549.01,FALSE POSITIVE,2.51881781,,,,,,,,,0.215,1.58,,,,6380.0,,-0.67,1.76277,,,,,,,,171.2359519,-2.0851597,7.0,3.0,,476.884,,,,0.215,k2
EPIC 201324549,EPIC 201324549.01,FALSE POSITIVE,2.519334,,,,3.91,0.349,,,,,1.54512,,,0.0241,6283.0,4.17,,1.45,,,,,,,,171.2359519,-2.0851597,7.0,3.0,,476.884,,,,,k2
EPIC 201324549,EPIC 201324549.01,FALSE POSITIVE,2.519386,,,,19.6,1.75,,,,0.2036,1.584,,5.22,0.089,,,,2.03,,,,,,,,171.2359519,-2.0851597,7.0,3.0,,476.884,,,,0.2036,k2
EPIC 201352100,EPIC 201352100.01,CANDIDATE,13.383629,,,89.24743,2.87289326,0.26,,,,,,,34.93315,0.032308,5216.0,4.7,0.16,0.815235,,,,,,,,184.0351247,-1.6737612,-36.3597,-18.3732,5.12323,194.195,,,,,k2
EPIC 201352100,EPIC 201352100.01,CANDIDATE,13.38382,,,,2.7,0.24,,,,0.12,2.2008,0.38,33.9,0.0326,5113.71,4.73383,0.192,0.65973,0.86,4.222458,-0.57163,,,,608.0,184.0351247,-1.6737612,-36.3597,-18.3732,5.12323,194.195,,,,0.12,k2
EPIC 201357835,EPIC 201357835.01,CANDIDATE,11.8951,,,,,,,,,,,0.52,15.6,0.03044,5040.0,,,0.68,,,,,,,,185.1812113,-1.5883337,-25.4865,-3.32868,2.19503,449.79,,,,,k2
EPIC 201359834,EPIC 201359834.01,CANDIDATE,40.1401,,,,20.8,1.86,,,,1.896,3.024,,74.5,0.266,,,,0.716,,,,,,,,173.1750869,-1.5587834,-48.1369,-16.7046,2.89092,342.596,,,,1.896,k2
EPIC 201366540,EPIC 201366540.01,CANDIDATE,7.4433,,,,2.73,0.244,,,,0.116,1.632,,28.0,0.0346,,,,0.724,,,,,,,,168.7367646,-1.4622181,-20.6579,-0.350883,3.01242,328.871,,,,0.116,k2
EPIC 201390927,EPIC 201390927.01,CANDIDATE,2.638,,,,2.91,0.26,,,,0.11,1.6992,0.42,10.9,0.0265,4264.47,,0.0784,,,,,,,,1313.0,184.5853275,-1.0989451,-61.31,-32.99,,,,,,0.11,k2
EPIC 201392505,EPIC 201392505.01,CANDIDATE,27.47083,,,,3.36,0.3,,,,0.15,5.5008,0.4,30.9,0.0412,4947.03,4.59659,-0.2022,0.749863,0.81,2.708347,-0.51796,,,,480.0,183.188479,-1.0748315,-15.588,-4.95251,3.62627,273.773,,,,0.15,k2
EPIC 201407812,EPIC 201407812.01,CANDIDATE,2.8268121,,,,40.1,3.57748238,,,,14.1,6.8,0.82,,0.456,5736.0,,,0.98,,,,,,,,174.0440867,-0.8407078,-10.9682,-3.03761,1.511,649.666,,,,14.1,k2
EPIC 201427007,EPIC 201427007 b,CONFIRMED,0.72091,,,88.5,1.5,0.13382127,,,,,,,3.1,0.0142,5633.0,4.4,-0.053,0.94,,,,,,,,184.6021322,-0.5512886,-17.3534,3.88685,1.38704,706.391,,,,,k2
EPIC 201441872,EPIC 201441872.01,CANDIDATE,4.441258,,,87.00105,1.12422498,0.1,,,,,,,10.962068,0.01236,5450.0,4.54,-0.13,0.833852,,,,,,,,173.6002346,-0.3345702,-39.409,2.31611,4.08569,243.084,,,,,k2
EPIC 201441872,EPIC 201441872.01,CANDIDATE,4.4416421,,,,1.17,0.10438041,,,,0.0143,2.74,0.25,,0.01089,5547.0,,,0.9,,,,,,,,173.6002346,-0.3345702,-39.409,2.31611,4.08569,243.084,,,,0.0143,k2
EPIC 201441872,EPIC 201441872.01,CANDIDATE,4.44044,,,,1.32,0.118,,,,0.01414,2.712,,10.6,0.01147,,,,1.053,,,,,,,,173.6002346,-0.3345702,-39.409,2.31611,4.08569,243.084,,,,0.01414,k2
EPIC 201445732,EPIC 201445732.01,CANDIDATE,11.20381,,,,2.18,0.194,,,,0.0354,1.1328,,66.0,0.0182,,,,1.1,,,,,,,,170.6512345,-0.2798534,2.85301,-20.8911,3.04095,325.849,,,,0.0354,k2
EPIC 201456770,EPIC 201456770.01,CANDIDATE,8.006875,,,,2.384,0.2126866,,,,,2.5,0.609,20.19,0.0258,5403.0,4.538,-0.047,0.846,0.904,,,,,,,185.6973984,-0.1218824,-9.3668,3.95999,1.92613,511.581,,,,,k2
HIP 54766,EPIC 201488365.01,CANDIDATE,3.3643115,,,,85.6,7.63672049,,,,35.2,7.4,0.56,,0.6248,6240.0,,,1.32,,,,,,,,168.187478,0.3478732,-96.7394,-32.3315,6.75818,147.352,,,,35.2,k2
EPIC 201497682,EPIC 201497682 b,CONFIRMED,2.13174,,,,0.692,0.0617361,,,,,,0.21,,0.0115,,,,,0.78,,,,,,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,,k2
EPIC 201497682,EPIC 201497682.01,CANDIDATE,13.837814,,,,1.96,0.17485949,,,,0.0663,2.84,0.35,,0.02306,4535.0,,,0.7,,,,,,,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,0.0663,k2
EPIC 201497682,EPIC 201497682.01,CANDIDATE,13.8394,,,,1.29,0.115,,,,0.0487,2.52,,37.0,0.0214,,,,0.554,,,,,,,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,0.0487,k2
EPIC 201497682,EPIC 201497682.02,CANDIDATE,7.7991586,,,,1.57,0.14006602,,,,0.0423,2.94,0.31,,0.01829,4535.0,,,0.7,,,,,,,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,0.0423,k2
EPIC 201497682,EPIC 201497682.02,CANDIDATE,7.79983,,,,1.37,0.122,,,,0.0561,3.0,,17.1,0.0227,,,,0.554,,,,,,,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,0.0561,k2
EPIC 201497682,EPIC 201497682.04,CANDIDATE,3.883,,,,1.06,0.09456703,,,,0.0322,2.03,,12.6,0.0176,,,,0.554,,,,,,162.0,,168.9366786,0.4880606,11.1495,-12.0384,3.92339,253.026,,,,0.0322,k2
EPIC 201512465,EPIC 201512465.01,CANDIDATE,2.3330982,,,,5.48,0.48889285,,,,0.993,1.4,0.85,,0.1061,3726.0,,,0.5,,,,,,,,173.5625041,0.7138555,-106.822,-23.5307,5.99467,166.356,,,,0.993,k2
EPIC 201512465,EPIC 201512465.01,CANDIDATE,2.333123,,,,2.95,0.263,,,,1.27,1.128,,12.6,0.121,,,,0.224,,,,,,,,173.5625041,0.7138555,-106.822,-23.5307,5.99467,166.356,,,,1.27,k2
EPIC 201512465,EPIC 201512465.01,CANDIDATE,2.33293,,,,3.2,0.29,,,,,1.2096,,,0.12,3508.0,5.062,,0.224,,,,,,,,173.5625041,0.7138555,-106.822,-23.5307,5.99467,166.356,,,,,k2
EPIC 201515470,EPIC 201515470.01,CANDIDATE,20.2073,,,,2.12,0.189,,,,0.0735,3.72,,37.3,0.0255,,,,0.7624,,,,,,,,171.2596557,0.7613692,-37.2375,5.47713,2.86997,345.0,,,,0.0735,k2
EPIC 201516974,EPIC 201516974.01,CANDIDATE,36.7099,,,82.6,,,,,,,17.664,0.9,6.9,0.0489,5069.12,,-0.612,5.33871,,,,,,,,174.3144865,0.782986,-5.19921,-37.5655,1.23319,792.41,,,,,k2
EPIC 201516974,EPIC 201516974.01,CANDIDATE,36.762337,,,,3.44,0.30689624,,,,0.177,18.73,0.0,,0.03712,4932.0,,,0.75,,,,,,,,174.3144865,0.782986,-5.19921,-37.5655,1.23319,792.41,,,,0.177,k2
EPIC 201521212,EPIC 201521212.01,CANDIDATE,19.565799,,,,6.412,0.57204131,,,,,5.3,0.419,27.92,0.0688,4486.0,4.652,-0.122,0.854,1.193,,,,,,,163.715838,0.848677,,,,,,,,,k2
EPIC 201528215,EPIC 201528215.01,CANDIDATE,6.3991398,,,,1.85,0.16504595,,,,0.0449,2.1,0.2,,0.01901,5210.0,,,0.8,,,,,,,,172.804304,0.9586366,23.1432,14.9447,2.96672,333.838,,,,0.0449,k2
EPIC 201528215,EPIC 201528215.01,CANDIDATE,6.39916,,,,1.48,0.132,,,,0.0401,2.472,,17.3,0.0194,,,,0.7006,,,,,,,,172.804304,0.9586366,23.1432,14.9447,2.96672,333.838,,,,0.0401,k2
EPIC 201534540,EPIC 201534540.01,CANDIDATE,2.72273204,,,,,,,,,1.494,3.596,,,,8002.0,3.81097,,2.85976,1.93,0.116341,1.48015,,,,,171.6509741,1.055162,-44.1111,-16.8409,3.77745,262.833,,,,1.494,k2
EPIC 201541160,EPIC 201541160.01,CANDIDATE,15.695142,,,,2.028,0.18092635,,,,,2.9,0.353,40.23,0.0297,4270.0,4.719,-0.315,0.625,0.743,,,,,,,163.0590829,1.1547858,14.8112,-156.657,5.03609,197.438,,,,,k2
EPIC 201543531,EPIC 201543531.01,CANDIDATE,2.48038,,,,1.44,0.128,,,,0.0116,1.848,,8.5,0.0104,,,,1.27,,,,,,,,172.8169888,1.1908377,19.8947,-21.1762,2.3772,415.742,,,,0.0116,k2
EPIC 201546136,EPIC 201546136.01,CANDIDATE,1.9668579,,,,1.51,0.13471318,,,,0.0322,2.4,0.71,,0.01764,5063.0,,,0.77,,,,,,,,169.1468835,1.2284084,-38.2927,-19.4225,2.4051,410.984,,,,0.0322,k2
EPIC 201546136,EPIC 201546136.01,CANDIDATE,1.96712,,,,1.73,0.154,,,,0.0361,2.712,,4.4,0.0192,,,,0.826,,,,,,,,169.1468835,1.2284084,-38.2927,-19.4225,2.4051,410.984,,,,0.0361,k2
EPIC 201555883,EPIC 201555883.01,FALSE POSITIVE,,,,,,,,,,,,,,,4419.0,,-0.98,0.52,,,,,,,,176.0758509,1.3759629,-16.3181,-2.19788,1.86696,527.641,,,,,k2
EPIC 201556134,EPIC 201556134.01,CANDIDATE,12.726743,,,,1.91,0.17039879,,,,0.0579,3.88,0.26,,0.02141,4767.0,,,0.73,,,,,,,,177.9249905,1.3796544,-25.6644,2.7393,2.51209,393.612,,,,0.0579,k2
EPIC 201561956,EPIC 201561956.01,CANDIDATE,13.2359,,,,2.09,0.186,,,,0.0469,2.64,,33.4,0.0208,,,,0.924,,,,,,,,177.2334424,1.4654037,-0.789568,-25.6881,1.41898,690.858,,,,0.0469,k2
EPIC 201563164,EPIC 201563164.01,CANDIDATE,0.18746328,,,,217.0,19.3594433,,,,1.32,1.07,0.9,,0.1236,46696.0,,,17.27,,,,,,,,177.1399358,1.483155,-43.7095,-4.10176,7.05846,141.166,,,,1.32,k2
EPIC 201565013,EPIC 201565013.01,CANDIDATE,8.63829,,,,6.81,0.608,,,,,1.53192,,,0.1408,3960.0,4.844,,0.438,,,,,,,,176.9920988,1.5102769,-21.7589,1.17243,0.699965,1338.23,,,,,k2
EPIC 201565013,EPIC 201565013.01,CANDIDATE,8.6382631,,,,8.53,0.76099563,,,,2.43,1.89,0.8,,0.162,3720.0,,,0.5,,,,,,,,176.9920988,1.5102769,-21.7589,1.17243,0.699965,1338.23,,,,2.43,k2
EPIC 201565013,EPIC 201565013.01,CANDIDATE,8.6381,,,,15.99,1.427,,,,,,,28.07,,3987.0,,-0.44,0.5,,,,,,,536.0,176.9920988,1.5102769,-21.7589,1.17243,0.699965,1338.23,,,,,k2
EPIC 201565013,EPIC 201565013.01,CANDIDATE,8.63795,,,,15.1,1.35,,,,2.738,2.0472,,26.16,0.317,,,,0.438,,,,,,,,176.9920988,1.5102769,-21.7589,1.17243,0.699965,1338.23,,,,2.738,k2
EPIC 201569483,EPIC 201569483.01,FALSE POSITIVE,5.7968861,,,,24.2,2.15897939,,,,9.43,2.57,0.73,,0.3232,4721.0,,,0.72,,,,,,,,167.1711994,1.5774487,-16.4155,-9.24433,4.25315,233.55,,,,9.43,k2
EPIC 201569483,EPIC 201569483.01,FALSE POSITIVE,5.79687,,,,27.81,2.481,,,,,,,15.68,,5192.0,,-0.09,0.79,,,,,,,930.0,167.1711994,1.5774487,-16.4155,-9.24433,4.25315,233.55,,,,,k2
EPIC 201577017,EPIC 201577017.01,CANDIDATE,0.4775252,,,,20.1,1.79,,,,1.5255,2.0472,,1.933,0.353,,,,0.522,,,,,,,,174.6740618,1.690222,-6.2901,-13.8192,,,,,,1.5255,k2
EPIC 201577112,EPIC 201577112.01,CANDIDATE,44.394,,,,4.07,0.363,,,,1.517,2.784,,123.0,0.1174,,,,0.318,,,,,,,,177.7087476,1.6919004,-60.2098,17.9005,4.99441,199.162,,,,1.517,k2
EPIC 201577112,EPIC 201577112.01,CANDIDATE,22.197992,,,,5.34,0.47640289,,,,1.52,2.54,0.14,,0.112,3508.0,,,0.4,,,,,,,,177.7087476,1.6919004,-60.2098,17.9005,4.99441,199.162,,,,1.52,k2
EPIC 201588420,EPIC 201588420.01,CANDIDATE,3.2908998,,,,1.57,0.14006602,,,,0.0406,0.96,0.18,,0.01804,4671.0,,,0.72,,,,,,,,170.9344032,1.8638671,-11.3676,-19.9712,4.52579,219.562,,,,0.0406,k2
EPIC 201588420,EPIC 201588420.01,CANDIDATE,3.29163,,,,1.17,0.104,,,,0.0394,1.2888,,17.1,0.0189,,,,0.567,,,,,,,,170.9344032,1.8638671,-11.3676,-19.9712,4.52579,219.562,,,,0.0394,k2
EPIC 201595106,EPIC 201595106 b,CONFIRMED,0.877214,,,89.2,1.3,0.11597843,,,,,,,5.8,0.0126,5820.0,4.6,-0.01,0.93,,,,,,,,183.7203635,1.9681688,6.09669,-24.2468,4.28034,232.1,,,,,k2
EPIC 201595106,EPIC 201595106 b,CONFIRMED,0.87724,0.0177,0.0,78.2,1.565,0.13962019,7.67,0.02413252,11.1,,,0.814,,0.0147,5679.0,4.435,0.01,0.98,0.958,,-0.04915,6.0,28.0,2852.0,2038.0,183.7203635,1.9681688,6.09669,-24.2468,4.28034,232.1,,,,,k2
